id,price
0,428.4412634949364
1,1968.4407872071515
2,9833.558344598696
3,487.99854241167975
4,9456.367964949868
5,2460.2824038462895
6,1056.3109555885922
7,9841.864319973467
8,988.6917890296543
9,480.0738818656074
10,10810.887978247281
11,13927.597339663158
12,4241.096326320621
13,3862.6170166290694
14,3097.751504078361
15,592.483308536117
16,17121.853695383288
17,3353.998076123138
18,2920.0882118749896
19,8787.040609770833
20,8316.290130550648
21,15573.014150703117
22,4861.678171641052
23,5165.133830002237
24,2802.01608323082
25,6781.64380644311
26,6502.86838888154
27,987.1936065582292
28,887.3321849104154
29,4945.878602725178
30,9837.74289622564
31,500.41452397019555
32,5059.97788891037
33,1778.5312665833094
34,1884.1638043778394
35,695.6838588394598
36,1691.4028937810167
37,7550.886745481487
38,3909.1404122025137
39,16607.74320479987
40,1963.4272363133778
41,1001.3723251663675
42,593.6365066004014
43,877.9954223609598
44,672.9129906640529
45,8073.44764346348
46,16040.135087393004
47,10517.526668455639
48,559.7796922853036
49,687.8020078984757
50,10027.44607661098
51,3351.4667365336163
52,2475.49823462622
53,3964.8456523276245
54,4981.524553952833
55,2096.000546745521
56,4547.974807191516
57,1051.9512142233557
58,10228.874249330396
59,819.1997031892395
60,5123.484626604751
61,5149.060570496428
62,828.9404374601625
63,3883.376371033191
64,5269.423573527898
65,6326.395238418709
66,10335.265488263718
67,2116.1889756847368
68,8725.47590043446
69,5302.513436759946
70,9541.82237085365
71,6877.53302680484
72,4954.435779527267
73,5039.760043351454
74,1477.7461732397255
75,3095.2131922129374
76,3930.948831012514
77,4249.225823932765
78,439.49208130458055
79,1012.0515679689464
80,986.612191014628
81,2064.819864615721
82,506.6508146371526
83,3738.80648186457
84,3124.072247414447
85,5656.734553811668
86,3499.2278044032164
87,2376.736619253206
88,1230.6079039549013
89,3132.0789569609415
90,1517.4638876988415
91,641.0874420942871
92,509.95303441611134
93,8124.281809120765
94,667.4772811448317
95,872.0426449087031
96,4269.251451364466
97,5554.314772801144
98,2714.582628669094
99,5262.485318894424
100,2307.8341731357978
101,3605.6366066666756
102,10542.23063205011
103,749.1459535536981
104,4855.86120221784
105,833.4813819970382
106,492.5654344361749
107,6895.466214495859
108,790.7585897094443
109,3503.2542497199674
110,989.8176818234601
111,4715.002710501134
112,944.1328571096753
113,783.9178975336786
114,1443.8239079398932
115,453.51164354902266
116,692.2963639722293
117,604.7564082130857
118,4825.397100064548
119,2021.2989909941903
120,1432.7510513896996
121,1036.846228761206
122,864.5681815313876
123,13518.727424067478
124,638.5093658040951
125,492.3943997277494
126,3410.590980464169
127,4301.332838496666
128,1225.5880229087961
129,10559.962627131747
130,772.8715087872636
131,13334.940740385402
132,9468.684137214479
133,925.5534496798022
134,2779.436301808376
135,1688.7880998090836
136,4851.92969771993
137,1462.678590951873
138,3555.9439503429635
139,1311.0800846597517
140,693.6673025263933
141,5272.05809341144
142,731.8405155383733
143,505.8255616098422
144,5036.39533482209
145,1046.6591383230975
146,6529.466362246109
147,7828.744632994124
148,4536.633247226942
149,15723.050327969304
150,4301.465480026703
151,3350.0780310840405
152,3013.4126094624435
153,770.4525344601875
154,15387.36230759647
155,5060.540750959958
156,552.5439575089879
157,922.72519482527
158,1860.1192245757939
159,899.9580050850197
160,602.1338854938789
161,2949.6656749020403
162,11299.15330392228
163,1511.788545852704
164,6912.1640617961275
165,11446.437162191562
166,3861.6056725950493
167,2983.6379835569314
168,445.4446778998623
169,924.5124397228444
170,385.4081009973013
171,3874.0425991887796
172,875.1019447142721
173,932.2133885480018
174,1071.754204587413
175,3044.6059777447317
176,2009.985601358219
177,10351.68915095346
178,498.9856528737937
179,4215.73515799031
180,464.2165122794929
181,1688.7762857937523
182,9019.159925038779
183,801.4604350499484
184,17364.057377036333
185,4752.490894829625
186,2417.1417412995625
187,2584.8663738844743
188,773.2627739732106
189,8568.875167105925
190,6938.889267308282
191,2920.935384164345
192,6652.557671607645
193,2311.914726616832
194,908.4925427076162
195,3546.6197152706864
196,542.9742939879081
197,3699.4185775249885
198,408.8369951430544
199,817.9645204197018
200,4672.600364068156
201,6091.526691525204
202,4430.861778395644
203,12215.936829685636
204,1907.3702017573696
205,934.2094917393581
206,957.9828985491602
207,551.6606232958753
208,2688.715134494415
209,1352.7970263303941
210,1442.5191354534177
211,2396.8561617051987
212,2380.6562909081817
213,1560.8384720981344
214,1440.893774851385
215,3322.886621220825
216,830.6878002842761
217,621.1070462625598
218,1144.3144192273726
219,2647.7219813566026
220,1764.7679856797954
221,4540.889702582777
222,2884.468518092218
223,579.7501162245901
224,2970.8379223055153
225,1666.8193288342386
226,712.1031599639683
227,800.138785451611
228,5441.93744064248
229,2523.4870914382823
230,1921.033801529406
231,16029.207181550333
232,5930.890315435639
233,960.0383715648952
234,1258.7863600398987
235,3457.8751285977555
236,14482.469162470197
237,4417.946188710412
238,1115.4059853399867
239,938.9570165620328
240,4715.339115293244
241,3399.265346118198
242,4120.01464543707
243,9860.496422047749
244,13775.814155804566
245,5697.143611730835
246,2180.8415139227827
247,2076.083130424884
248,1116.3086222172506
249,973.2637492642891
250,2718.3534829304062
251,3227.04722587338
252,1796.653644026694
253,2795.5596237445543
254,875.3250130143467
255,1723.0411386974088
256,651.5876068847538
257,632.441068221583
258,541.4533088655128
259,3994.715337587467
260,1343.0909868660005
261,2548.685921368916
262,938.4342473354227
263,14929.720350676767
264,15348.629803482645
265,5765.194163132725
266,5628.430362749668
267,439.3572159349726
268,1771.6584228445672
269,2415.901889712578
270,697.297115449732
271,986.1609556828246
272,6032.7319741640285
273,1882.8843925398837
274,1057.4497537972206
275,903.3011017423416
276,943.365454026709
277,2624.978009808321
278,845.4528756876575
279,7502.22220159969
280,6112.95343653734
281,1515.390307432875
282,2228.1678634602795
283,10229.928456012443
284,2257.6403890203997
285,5710.9207435865565
286,4966.3530218134965
287,3270.0273937970587
288,9303.83780785302
289,1252.7168458267547
290,817.325871222883
291,12264.383586724745
292,650.0578540309311
293,399.68285164631345
294,704.0099774345664
295,10144.257590238603
296,4856.871709458953
297,2135.6343592910325
298,1105.1094216809233
299,2841.8894552212123
300,6423.94443175212
301,2455.9407420796942
302,900.2610193797017
303,15288.002694026147
304,10276.714441665734
305,607.0060829691599
306,1872.0544656248103
307,5435.361311639685
308,3339.4870401347357
