id,price
0,427252
1,1792219
2,9474.95
3,500.5165666666667
4,9457065
5,2282.8382
6,1102.3737166666667
7,10052651
8,994.1
9,487597
10,10767681
11,14819575
12,4159267
13,3881806
14,3174514
15,599476
16,16950869
17,3222038
18,2904323
19,8584.080295238096
20,8269843
21,16407346
22,4596.230733333334
23,5184873
24,2781833
25,7064712
26,6786502
27,973215
28,847.8963333333334
29,4842206
30,9448917
31,499.9888333333334
32,5235114
33,1795.95175
34,1876128
35,693253
36,1691795
37,7841378
38,4245948
39,16365368
40,1895027
41,1006908
42,634213
43,897.86725
44,657464
45,8187569
46,15784117
47,10251033
48,557.81
49,736275
50,11135907
51,3336193
52,2452029
53,3944243
54,5027073
55,2144744
56,4703516
57,1005691
58,10429944
59,833.0296714285714
60,5099001
61,4695517
62,824.82
63,3745428
64,5249342
65,6421557
66,10252035
67,2098887
68,8634222
69,4797221
70,8882005
71,7121589
72,5028.207577380954
73,4590248
74,1479.9
75,3077337
76,4205497
77,4480.9418
78,441705
79,1002137
80,988928
81,2117685
82,491071
83,3707189
84,3120656
85,6012925
86,3474152
87,2231.0129738095243
88,1222489
89,3111443
90,1474.7301666666667
91,696824
92,532.05
93,8987884
94,676.1735
95,866121
96,4426448
97,5446032
98,2872354
99,5400273
100,2248943
101,3696055
102,11223107
103,765618
104,4865069
105,843055
106,496.1345333333333
107,7040.0
108,805345
109,3445498
110,968952
111,4834074
112,938.58
113,753193
114,1306.61
115,428572
116,700692
117,608.4471333333335
118,4639691
119,2002.4621904761898
120,1413667
121,1023.0863333333333
122,881229
123,14104898
124,604543
125,507859
126,3604502
127,4527359
128,1229346
129,11324445
130,735969
131,13456968
132,9765995
133,935926
134,2642045
135,1706.9266666666667
136,4888105
137,1435842
138,3405326
139,1409144
140,654007
141,5295937
142,715016
143,501389
144,5187555
145,1087174
146,6543973
147,7924.4
148,4499928
149,16712063
150,4161657
151,3300732
152,3145954
153,723618
154,14872703
155,5005.644066666667
156,533623
157,906.0915111111111
158,1864861
159,905.4776666666667
160,598556
161,3026.0465
162,11721222
163,1471194
164,6628588
165,11393393
166,4504219
167,2945203
168,459801
169,867574
170,401991
171,3884217
172,899.5
173,911561
174,1139417
175,3075239
176,1927601
177,10142348
178,498557
179,4666395
180,473032
181,1706.8713333333333
182,9449571
183,851783
184,16303223
185,4851658
186,2607823
187,2604973
188,760364
189,8034691
190,6543005
191,2997569
192,7618168
193,2228007
194,870162
195,3596251
196,568064
197,3598641
198,429567
199,847.2970095238095
200,4564855
201,6524299
202,5070467
203,11835213
204,1865555
205,933.98
206,1003332
207,566.91
208,2797101
209,1439.4905
210,1433762
211,2363.97625
212,2409431
213,1484376
214,1384704
215,3363439
216,834559
217,513.1258666666666
218,1208.63
219,2609735
220,1787.851107142857
221,4622088
222,3222.71
223,577677
224,2993067
225,1775369
226,727334
227,801247
228,5344374
229,2592386
230,1927519
231,15885.599333333332
232,5927997
233,960.1962
234,1258064
235,3555709
236,15793499
237,4585176
238,1046176
239,896.2619999999998
240,4589122
241,3508013
242,4181575
243,9823129
244,14506461
245,5724252
246,2156077
247,2030894
248,1017863
249,957878
250,2690.7415
251,3316.13
252,1831312
253,2888101
254,881.82
255,1696813
256,634201
257,668448
258,569981
259,3988145
260,1246.9385
261,2605737
262,954.3335
263,15298955
264,14938.2
265,6290.53
266,5431799
267,443095
268,1803874
269,2484606
270,766.2458666666666
271,993.5465833333334
272,6119918
273,1858934
274,1045985
275,923.2115
276,935891
277,2740631
278,848721
279,7399.06
280,6718815
281,1442.5062222222223
282,2335308
283,11110775
284,2370654
285,5722757
286,4777395
287,3062452
288,9599.08
289,1129649
290,786088
291,12162282
292,654.9378690476192
293,422779
294,744.22
295,10054546
296,5011596
297,2132325
298,1139954
299,2816387
300,6344007
301,2449.168166666667
302,909.6592857142857
303,16342253
304,10627986
305,592556
306,1686938
307,5327347
308,3403251
309,1364.62
310,15494434
311,4693613
312,589782
313,1763.07
314,702072
315,13115.963666666667
316,1968404
317,1805809
318,9586016
319,5195499
320,3986181
321,2206417
322,4836.353216666666
323,1945.3041666666668
324,2390.828833333333
325,14458.207699999999
326,8474085
327,1380301
328,7305112
329,4611.04
330,471864
331,966465
332,987988
333,13079624
334,681.02
335,507.3318666666666
336,449.04
337,5103.1196
338,4515395
339,4232513
340,1247159
341,1161994
342,1989397
343,2340104
344,2257938
345,5228777
346,1257539
347,657013
348,8777947
349,11418761
350,6859816
351,10841623
352,808319
353,1004515
354,2052075
355,657118
356,11486.36
357,705621
358,2571.14
359,12708.141333333335
360,2510116
361,2615.4619142857136
362,656359
363,14825967
364,6958914
365,6796201
366,16999.39006666667
367,4530381
368,6779394
369,1910868
370,1367601
371,7722584
372,1800397
373,17216164
374,425212
375,6758272
376,4237884
377,6427.53
378,9028422
379,973973
380,5323944
381,861055
382,784684
383,4363371
384,1011.9051833333333
385,8844552
386,1612347
387,946.0531166666667
388,837.9552142857143
389,519455
390,453511
391,588749
392,4078803
393,14278694
394,16882386
395,3021929
396,2753103
397,3862842
398,4197693
399,2603775
400,6882932
401,4048.061966666667
402,1973009
403,885.8276666666668
404,5040209
405,2767082
406,4162583
407,976525
408,6364752
409,755035
410,3988505
411,13781.1733
412,2236148
413,4227554
414,1474981
415,1110155
416,695698
417,10437559
418,3955542
419,1432472
420,1014544
421,10391289
422,6638656
423,2406.755533333333
424,2427.4185
425,1419626
426,10269416
427,7755832
428,9928961
429,930.94
430,952409
431,949074
432,13780.955642857143
433,9729.09
434,1165181
435,8123876
436,9882775
437,8547073
438,6693157
439,2473.76
440,5251317
441,847786
442,1734928
443,14161245
444,739638
445,14569464
446,3547.78
447,4115723
448,901839
449,907195
450,1747318
451,1370487
452,597815
453,3917.8410999999996
454,15496406
455,761503
456,879081
457,1043202
458,3969363
459,9120206
460,732.23
461,6391.180833333333
462,14355777
463,6921159
464,3326829
465,17570206
466,1372.8343333333332
467,884086
468,2766415
469,11869307
470,3198.700666666667
471,12439625
472,1704935
473,15659.321333333333
474,5123836
475,1153.3614333333335
476,4262935
477,7951.227000000001
478,4758637
479,10192286
480,7521042
481,4417557
482,6454967
483,906643
484,9300569
485,10256234
486,951831
487,13419202
488,3034209
489,454.92
490,1061779
491,4868353
492,9367.8836
493,3376624
494,1000515
495,652.3742
496,1136.4226
497,2067252
498,896.7885
499,416689
500,2294208
501,891.2281082251081
502,952091
503,949363
504,940173
505,743.9199333333333
506,7786437
507,4222499
508,6903558
509,4826384
510,5437.79
511,2719436
512,1741.35
513,2127198
514,11590953
515,6616954
516,4738844
517,2954887
518,2948159
519,745513
520,638.0733333333333
521,16056922
522,3446.78225
523,2864.29
524,4143478
525,565085
526,1222.572446969697
527,3806.5204
528,1770811
529,991487
530,1020127
531,553745
532,977825
533,878275
534,15779754
535,899042
536,3163708
537,7074.45
538,1024.7
539,7148293
540,603613
541,636335
542,7345051
543,1186.3454666666669
544,1299608
545,12677.78
546,1078835
547,1986.4561333333336
548,1280.05
549,2261.5885
550,537317
551,13604.073100000001
552,450033
553,844036
554,1288142
555,1619747
556,674749
557,554751
558,1313.77
559,1225.42
560,513283
561,928.9848
562,2613823
563,701514
564,3754041
565,726462
566,5477572
567,1145733
568,12127.627678571429
569,9284706
570,5727423
571,569534
572,3832387
573,5428928
574,14716426
575,9597119
576,793.58
577,7978434
578,1646177
579,725714
580,6527.22
581,1138026
582,6638.25
583,5777102
584,5706252
585,4525946
586,2366.30475
587,624.8545
588,5430025
589,1239.36
590,6476214
591,4474435
592,6315249
593,3008.5
594,1781312
595,3804788
596,2174666
597,684099
598,843421
599,5056.49
600,9211491
601,7206645
602,2528.64125
603,1725416
604,5180.886233333333
605,2429292
606,3625.08
607,4895458
608,4059209
609,649.0068333333332
610,946.11
611,680923
612,629786
613,3426248
614,3329311
615,1296079
616,17661734
617,5254428
618,988167
619,2428.65
620,15563086
621,4831068
622,976735
623,3600503
624,2277384
625,634719
626,2727826
627,6907016
628,8969.927342857143
629,571593
630,5282.115333333334
631,630.29
632,708127
633,3519647
634,13550761
635,899323
